row_type,valid_spice_netlists_generated,canonical_required_netlists_present,run_requested,ngspice_available,ngspice_runs_completed,execution_statuses,discovery_rows_source_only,reference_direct_4plus8_separated,spice_target_build_up_observed,target_build_up_circuits,rough_python_match_available,rough_python_match_circuits,linear_no_nonlinearity_control_failed_as_expected,nonlinear_element_assessment,recommended_next_step,circuit,scale_preset,role,nonlinear_variant,nonlinear_variant_description,netlist_path,csv_path,raw_path,valid_spice_netlist_generated,execution_status,execution_status_allowed,failure_reason,ngspice_run_message,ngspice_path,ngspice_run_succeeded,source_frequency_hz,generated_frequency_hz,target_frequency_hz,nominal_generated_frequency_hz,nominal_target_frequency_hz,tstop_s,tstep_s,direct_8_drive_present,direct_12_drive_present,target_frequency_injection_present,L1_h,C1_f,R1_ohm,Q1,L2_h,C2_f,R2_ohm,Q2,L3_h,C3_f,R3_ohm,Q3,linear_coupling_k12,linear_coupling_k23,nonlinear_realism_score
spice_export,,,True,False,,,,,,,,,,plausible but parameter-sensitive,"component refinement, parameter sweep, then spatial phase-matching model",audio_412_bridge_varactor_diode_model_proxy,audio-scale,discovery,varactor_diode_model_proxy,Diode junction-capacitance varactor proxy between adjacent resonators.,runs\spice_412_bridge\audio_412_bridge_varactor_diode_model_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,439.99999999999994,883.8939999999998,1309.8618642422368,879.9999999999999,1319.9999999999998,0.11045454545454546,3.5511363636363635e-05,False,False,False,0.013083830532326679,1e-05,0.9115237649808551,39.68253968253969,0.006898299303854762,4.7e-06,0.9010718146479825,42.517006802721085,0.0044737872466887605,3.3e-06,0.4795402674765187,76.78132678132678,0.004270451612903226,0.004201693548387096,0.7
spice_export,,,True,False,,,,,,,,,,plausible but parameter-sensitive,"component refinement, parameter sweep, then spatial phase-matching model",low_rf_412_bridge_varactor_diode_model_proxy,low-RF-scale,discovery,varactor_diode_model_proxy,Diode junction-capacitance varactor proxy between adjacent resonators.,runs\spice_412_bridge\low_rf_412_bridge_varactor_diode_model_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,1000000.0,2008849.9999999998,2976958.7823687205,2000000.0,3000000.0,4.8599999999999995e-05,1.5625e-08,False,False,False,2.5330295910584444e-05,1e-09,4.010704565915761,39.68253968253969,1.3355107452262815e-05,4.7e-10,3.964715984451122,42.517006802721085,8.66125210958944e-06,3.3e-10,2.109977176896682,76.78132678132678,0.004270451612903226,0.004201693548387096,0.7
spice_export,,,True,False,,,,,,,,,,plausible but parameter-sensitive,"component refinement, parameter sweep, then spatial phase-matching model",normalized_412_bridge_varactor_diode_model_proxy,arbitrary-normalized-scale,discovery,varactor_diode_model_proxy,Diode junction-capacitance varactor proxy between adjacent resonators.,runs\spice_412_bridge\normalized_412_bridge_varactor_diode_model_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,0.18,0.36159299999999994,0.5358525808263697,0.36,0.54,270.0,0.08680555555555555,False,False,False,0.7817992564995199,1.0,0.022281692032865345,39.68253968253969,0.1937314969927013,1.0,0.010352313959400153,42.517006802721085,0.08821645667174427,1.0,0.003868291490977249,76.78132678132678,0.004270451612903226,0.004201693548387096,0.7
spice_export,,,True,False,,,,,,,,,,aggressive magnetic saturation proxy,"component refinement, parameter sweep, then spatial phase-matching model",audio_412_bridge_saturable_inductor_proxy,audio-scale,discovery,saturable_inductor_proxy,Cubic restoring-current proxy for a saturable magnetic branch.,runs\spice_412_bridge\audio_412_bridge_saturable_inductor_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,439.99999999999994,883.8939999999998,1309.8618642422368,879.9999999999999,1319.9999999999998,0.11045454545454546,3.5511363636363635e-05,False,False,False,0.013083830532326679,1e-05,0.9115237649808551,39.68253968253969,0.006898299303854762,4.7e-06,0.9010718146479825,42.517006802721085,0.0044737872466887605,3.3e-06,0.4795402674765187,76.78132678132678,0.004270451612903226,0.004201693548387096,0.58
spice_export,,,True,False,,,,,,,,,,aggressive magnetic saturation proxy,"component refinement, parameter sweep, then spatial phase-matching model",low_rf_412_bridge_saturable_inductor_proxy,low-RF-scale,discovery,saturable_inductor_proxy,Cubic restoring-current proxy for a saturable magnetic branch.,runs\spice_412_bridge\low_rf_412_bridge_saturable_inductor_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,1000000.0,2008849.9999999998,2976958.7823687205,2000000.0,3000000.0,4.8599999999999995e-05,1.5625e-08,False,False,False,2.5330295910584444e-05,1e-09,4.010704565915761,39.68253968253969,1.3355107452262815e-05,4.7e-10,3.964715984451122,42.517006802721085,8.66125210958944e-06,3.3e-10,2.109977176896682,76.78132678132678,0.004270451612903226,0.004201693548387096,0.58
spice_export,,,True,False,,,,,,,,,,aggressive magnetic saturation proxy,"component refinement, parameter sweep, then spatial phase-matching model",normalized_412_bridge_saturable_inductor_proxy,arbitrary-normalized-scale,discovery,saturable_inductor_proxy,Cubic restoring-current proxy for a saturable magnetic branch.,runs\spice_412_bridge\normalized_412_bridge_saturable_inductor_proxy.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,0.18,0.36159299999999994,0.5358525808263697,0.36,0.54,270.0,0.08680555555555555,False,False,False,0.7817992564995199,1.0,0.022281692032865345,39.68253968253969,0.1937314969927013,1.0,0.010352313959400153,42.517006802721085,0.08821645667174427,1.0,0.003868291490977249,76.78132678132678,0.004270451612903226,0.004201693548387096,0.58
spice_export,,,True,False,,,,,,,,,,linear control,"component refinement, parameter sweep, then spatial phase-matching model",audio_412_bridge_linear_no_nonlinearity_control,audio-scale,discovery,linear_no_nonlinearity_control,Linear LC and weak coupling only; should not reproduce the nonlinear bridge.,runs\spice_412_bridge\audio_412_bridge_linear_no_nonlinearity_control.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,439.99999999999994,883.8939999999998,1309.8618642422368,879.9999999999999,1319.9999999999998,0.11045454545454546,3.5511363636363635e-05,False,False,False,0.013083830532326679,1e-05,0.9115237649808551,39.68253968253969,0.006898299303854762,4.7e-06,0.9010718146479825,42.517006802721085,0.0044737872466887605,3.3e-06,0.4795402674765187,76.78132678132678,0.004270451612903226,0.004201693548387096,1.0
spice_export,,,True,False,,,,,,,,,,linear control,"component refinement, parameter sweep, then spatial phase-matching model",low_rf_412_bridge_linear_no_nonlinearity_control,low-RF-scale,discovery,linear_no_nonlinearity_control,Linear LC and weak coupling only; should not reproduce the nonlinear bridge.,runs\spice_412_bridge\low_rf_412_bridge_linear_no_nonlinearity_control.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,1000000.0,2008849.9999999998,2976958.7823687205,2000000.0,3000000.0,4.8599999999999995e-05,1.5625e-08,False,False,False,2.5330295910584444e-05,1e-09,4.010704565915761,39.68253968253969,1.3355107452262815e-05,4.7e-10,3.964715984451122,42.517006802721085,8.66125210958944e-06,3.3e-10,2.109977176896682,76.78132678132678,0.004270451612903226,0.004201693548387096,1.0
spice_export,,,True,False,,,,,,,,,,linear control,"component refinement, parameter sweep, then spatial phase-matching model",normalized_412_bridge_linear_no_nonlinearity_control,arbitrary-normalized-scale,discovery,linear_no_nonlinearity_control,Linear LC and weak coupling only; should not reproduce the nonlinear bridge.,runs\spice_412_bridge\normalized_412_bridge_linear_no_nonlinearity_control.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,0.18,0.36159299999999994,0.5358525808263697,0.36,0.54,270.0,0.08680555555555555,False,False,False,0.7817992564995199,1.0,0.022281692032865345,39.68253968253969,0.1937314969927013,1.0,0.010352313959400153,42.517006802721085,0.08821645667174427,1.0,0.003868291490977249,76.78132678132678,0.004270451612903226,0.004201693548387096,1.0
spice_export,,,True,False,,,,,,,,,,aggressive behavioral proxy,"component refinement, parameter sweep, then spatial phase-matching model",reference_direct_4plus8,low-RF-scale,ceiling_reference,behavioral_proxy_current,Original behavioral current export: varactor-like ddt(C(V)) plus explicit nonlinear mixing currents.,runs\spice_412_bridge\reference_direct_4plus8.cir,,,True,skipped_no_ngspice,True,ngspice not found; pass --ngspice-path or add ngspice to PATH,ngspice not found; pass --ngspice-path or add ngspice to PATH,,False,1000000.0,2008849.9999999998,2976958.7823687205,2000000.0,3000000.0,4.8599999999999995e-05,1.5625e-08,True,False,False,2.5330295910584444e-05,1e-09,4.010704565915761,39.68253968253969,1.3355107452262815e-05,4.7e-10,3.964715984451122,42.517006802721085,8.66125210958944e-06,3.3e-10,2.109977176896682,76.78132678132678,0.004270451612903226,0.004201693548387096,0.52
